"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-13","10.74"," 1357"," 1357","0.00",,,,"23","40","6","    0","  280","  280",,"32.0","36.9","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-14","8.05"," 1549"," 1532","0.00",,,,"22","42","2","    0","   70","   70",,"17.9","21.0","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-15","4.70"," 2138"," 2130","0.00",,,,"26","41","10",,"   20","   10",,"16.1","17.9","    1","    1",,,,,,"    1",,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-16","6.49"," 2311"," 2026","0.00",,,,"22","36","7","    0","  180","   50",,"12.1","17.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-17","6.71"," 2144"," 2136","0.00",,,,"32","46","17","    0","  210","  210",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-18","10.74"," 0435"," 0434","0.00",,,,"44","60","28","    0","  210","  200",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-19","10.29"," 1041"," 1040","0.00",,,,"50","65","34","    0","  210","  200",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-20","11.41"," 0839"," 0840","0.00",,,,"54","70","37","    0","  210","  210",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-21","9.62"," 1559"," 1558","0.00",,,,"48","61","34","    0","   40","   40",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-22","9.62"," 1603"," 1602","0.00",,,,"33","42","24","    0","  100","   90",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-23","10.29"," 0606"," 0556","0.00",,,,"47","68","25","    0","  210","  210",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-24","7.61"," 0811"," 1548","0.00",,,,"48","63","33","    0","  220","   10",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-25","9.62"," 1235"," 1612","0.00",,,,"45","59","31","    0","   20","   50",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-26","6.26"," 0029"," 0849","0.00",,,,"37","48","25","    0","  200","  240",,"13.0","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-27","5.82"," 1633"," 1650","0.00",,,,"39","50","27","    0","  350","  350",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-28","5.37"," 1438"," 1437","0.00",,,,"39","48","29","    0","  120","  120",,"13.0","15.0","    1","    1",,,,"    1",,"    1",,,,"    1",,"    1","    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-29","5.59"," 1609"," 1453","0.00",,,,"37","44","30","    0","  130","  100",,"15.0","17.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-30","5.59"," 2345"," 2344","0.15",,,,"35","40","29","    0","   20","   10",,"25.1","30.0","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-01-31","9.40"," 2359"," 0011","0.04",,,"1.0","29","37","20","    0","   20","   10",,"21.0","25.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-01","8.72"," 2211"," 2210","0.00",,,,"30","41","19","    0","  310","  330",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-02","8.95"," 0735"," 0744","0.00",,,,"33","44","21","    0","  220","  220",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-03","9.40"," 0344"," 2316","0.00",,,,"40","54","26","    0","  220","  210",,"14.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-04","8.95"," 2027"," 2143","0.00",,,,"46","59","32","    0","  200","  210",,"16.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-05","9.17"," 1207"," 1215","0.00",,,,"45","58","31","    0","  310","  290",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-06","7.38"," 0711"," 2232","0.00",,,,"31","39","22","    0","   20","   90",,"15.0","17.0",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-07","7.83"," 1849"," 1849","0.00",,,,"30","36","23","    0","  320","  320",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-08","6.71"," 0741"," 0740","0.00",,,,"26","34","18","    0","   60","   60",,"15.0","16.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-09","7.61"," 2354"," 1037","0.00",,,,"30","45","14","    0","  210","  260",,"14.1","21.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-10","8.50"," 2335"," 1526","0.00",,,,"37","55","18",,"  180","   60",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-11","5.82"," 0017"," 0015","0.00",,,,"41","57","24","    0","  180","  180",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-12","5.82"," 2043"," 2042","0.00",,,,"47","58","35","    0","  260","  260",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-13","11.18"," 1232"," 1232","0.00",,,,"43","58","28","    0","  300","  300",,"29.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-14","12.97"," 1139"," 1134","0.00",,,,"45","63","26","    0","  270","  270",,"29.1","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-15","10.51"," 1246"," 0448","0.02",,,,"25","32","18","    0","   10","   30",,"17.9","21.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-16","9.17"," 0516"," 0515","0.00",,,,"22","30","14","    0","  120","  120",,"16.1","17.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-17","11.63"," 1614"," 1630","0.00",,,,"32","50","13","    0","   90","   90",,"21.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-18","7.38"," 1617"," 1540","0.00",,,,"29","44","13","    0","  330","  330",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-19","10.51"," 1642"," 1500","0.00",,,,"42","64","20","    0","  310","  330",,"25.1","32.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-20","10.07"," 1647"," 1647","0.00",,,,"42","58","25","    0","  310","  300",,"33.1","40.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-21","11.41"," 0956"," 0954","0.00",,,,"43","56","30","    0","  270","  270",,"30.0","36.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-22","9.84"," 1632"," 1631","0.00",,,,"37","46","27",,"  130","  120",,"21.9","25.9","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-23","6.26"," 1101"," 1045","0.00",,,,"30","43","24",,"   40","   10",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-24","4.92"," 2227"," 1533","0.00",,,,"34","50","17",,"  210","   20",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-25","10.29"," 1411"," 1411","0.00",,,,"39","53","24",,"  150","  130",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-26","9.84"," 2356"," 2353","0.00",,,,"38","53","22",,"  330","  330",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-27","7.61"," 0013"," 0311","0.00",,,,"36","47","25",,"  330","  340",,"19.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-02-28","8.05"," 2149"," 1343","0.00",,,,"33","47","19","    0","  160","   60",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-01","8.50"," 2237"," 1640","0.00",,,,"40","54","25",,"  210","  260",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-02","8.50"," 1259"," 1258","0.00",,,,"39","53","25",,"   20","   30",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-03","8.28"," 0613"," 0613","0.00",,,,"38","57","19",,"  220","  210",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-04","9.17"," 1147"," 1101","0.00",,,,"46","61","30",,"   40","   20",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-05","11.41"," 1611"," 1612","0.00",,,,"46","65","26",,"  180","  190",,"25.1","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-06","12.08"," 2050"," 2047","0.00",,,,"49","66","32",,"   30","   30",,"30.0","36.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-07","8.95"," 2156"," 2146","0.00",,,,"42","54","30",,"  270","  280",,"25.9","31.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-08","14.76"," 0930"," 0929","0.01",,,,"39","51","26",,"   10","   10",,"48.1","55.0","    1",,,,,,,,,,"    1","    1",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-09","9.17"," 1629"," 1604","0.00",,,,"46","66","25",,"  330","  270",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-10","13.42"," 0225"," 0252","0.00",,,,"38","50","26",,"   10","   20",,"36.0","40.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-11","12.30"," 1935"," 1934","0.00",,,,"45","69","20",,"  270","  260",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-12","17.00"," 1100"," 1123","0.11",,,,"46","64","28",,"  290","  290",,"36.9","46.1","    1",,,,,,"    1",,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-13","8.50"," 0738"," 0738","0.11",,,"2.0","27","30","23",,"   10","   10",,"28.0","31.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-14","6.04"," 0204"," 0203","0.03",,,"1.0","24","29","18",,"   10","   20",,"15.0","21.9","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-15","9.17"," 2347"," 2347","0.00",,,"1.0","27","40","14",,"  210","  220",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-16","10.74"," 1519"," 1525","0.00",,,,"38","51","24",,"  290","  300",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-17","13.42"," 1655"," 1600","0.00",,,,"44","58","30",,"  310","  280",,"28.0","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-18","8.28"," 1623"," 1041","0.00",,,,"33","44","21",,"   80","   60",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-19","8.50"," 2254"," 1235","0.00",,,,"40","58","22",,"  180","  280",,"16.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-20","9.62"," 1616"," 1452","0.00",,,,"45","60","29",,"   70","  170",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-21","13.42"," 1737"," 1736","0.17",,,,"41","50","32",,"   20","   20",,"32.0","36.9","    1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-22","8.72"," 2243"," 2251","0.00",,,,"41","53","29",,"  160","  160",,"21.0","23.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-23","9.17"," 1805"," 1801","0.08",,,,"39","51","27",,"  310","  290",,"21.9","25.9","    1","    1","    1",,,,,"    1",,,,"    1",,,"    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-24","10.07"," 1959"," 1631","0.02",,,,"32","37","26",,"   20","   20",,"17.0","21.0","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-25","8.50"," 0348"," 0037","0.00",,,,"29","34","23",,"   50","   40",,"13.0","14.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-26","8.28"," 2346"," 2344","0.01",,,,"36","43","29",,"  220","  220",,"15.0","17.0","    1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-27","10.07"," 0749"," 0706","0.00",,,,"47","65","29",,"  210","  210",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-28","10.29"," 0922"," 0920","0.00",,,,"55","74","36",,"  230","  220",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-29","13.42"," 1531"," 1531","0.01",,,,"44","56","32",,"  300","  300",,"33.1","36.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-30","11.86"," 2251"," 2250","0.04",,,,"37","52","22",,"  360","  360",,"28.0","36.9","    1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-03-31","17.22"," 0645"," 0643","0.00",,,,"36","46","25",,"   10","   10",,"30.0","36.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-01","12.08"," 1544"," 1458","0.00",,,,"44","61","26","    0","  120","  120",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-02","10.74"," 2233"," 2232","0.00",,,,"51","66","35",,"  210","  210",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-03","10.51"," 1455"," 1447","0.00",,,,"56","74","38",,"  110","   90",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-04","14.09"," 1944"," 2350","0.00",,,,"56","70","42",,"  300","  340",,"32.0","36.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-05","25.28"," 0818"," 0848","0.22",,,,"45","53","37","    0","  330","  340",,"45.0","53.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-06","10.96"," 1047"," 1107","0.00",,,,"47","62","31","    0","   10","   20",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-07","14.76"," 2046"," 2044","0.00",,,,"52","74","30",,"  190","  190",,"31.1","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-08","17.45"," 1510"," 1510","0.00",,,,"58","73","42",,"  190","  200",,"47.0","53.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-09","12.97"," 1930"," 1535","0.18",,,,"47","65","29",,"   20","  200",,"33.1","45.0","    1",,"    1",,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-10","22.37"," 0614"," 0618","1.09",,,,"34","38","29",,"  360","   10",,"40.0","46.1","    1","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-11","13.87"," 0736"," 0739","0.01",,,"9.0","36","43","29",,"  350","  360",,"30.0","36.0","    1",,,,,,,,"    1",,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-12","8.95"," 2358"," 2357","0.00",,,"2.0","39","50","28",,"  170","  170",,"15.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-13","11.86"," 2345"," 2347","0.00",,,,"43","56","29",,"  190","  180",,"28.0","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-14","13.20"," 0257"," 0306","0.00",,,,"55","70","40","    0","  190","  180",,"29.1","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-15","8.50"," 0042"," 0042","0.00",,,,"42","49","35","    0","  340","  340",,"23.0","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-16","7.61"," 2031"," 2034","0.00",,,,"50","67","33","    0","  190","  190",,"17.9","21.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-17","7.38"," 1442"," 1441","0.00",,,,"56","70","41",,"  100","  100",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-18","11.41"," 1514"," 1513","0.00",,,,"59","78","40",,"  130","  140",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-19","9.62"," 0908"," 1450","0.00",,,,"56","68","44",,"   20","   40",,"19.9","23.9","    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-20","10.29"," 1823"," 1954","0.49",,,,"43","50","35",,"  250","  360",,"25.9","32.0","    1",,"    1","    1","    1",,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-21","13.42"," 1659"," 1658","0.00",,,,"46","60","31",,"  290","  280",,"31.1","36.0","    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-22","10.29"," 1346"," 1326","0.00",,,,"45","58","32",,"   20","   20",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-23","11.86"," 2043"," 2323","0.00",,,,"52","67","37",,"  150","  160",,"28.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-24","7.61"," 0006"," 0006","0.16",,,,"44","49","38",,"  160","  150",,"23.9","29.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-25","12.53"," 1156"," 1122","0.07",,,,"47","56","38",,"   20","   20",,"36.0","40.9","    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-26","11.63"," 1701"," 1700","0.00",,,,"50","64","35","    0","   20","   20",,"36.9","51.0",,,,,,,,,,,"    1",,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-27","13.42"," 1338"," 1337","0.12",,,,"47","61","32","    0","   20","   10",,"30.0","36.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-28","14.32"," 1329"," 1329","0.03",,,,"31","37","25",,"   20","   10",,"25.1","29.1","    1","    1",,,,"    1",,,,,,"    1","    1","    1","    1",,"    1",,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-29","7.61"," 0105"," 0006","0.03",,,,"29","34","24",,"   70","   70",,"15.0","17.0","    1",,,,,"    1",,,,,,"    1",,"    1","    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-04-30","8.50"," 1240"," 1227","0.05",,,,"38","46","29",,"   20","   10",,"23.9","28.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-01","9.17"," 0709"," 1557","0.03",,,,"35","40","30",,"  110","   10",,"17.0","17.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-02","8.50"," 2355"," 1237","0.00",,,,"42","51","32",,"   90","  120",,"14.1","16.1",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-03","7.83"," 2301"," 2225","0.00",,,,"45","61","29",,"  220","  210",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-04","9.62"," 1140"," 1110","0.00",,,,"53","69","37",,"  310","  330",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-05","9.40"," 1639"," 1638","0.00",,,,"59","74","43",,"  170","  180",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-06","9.40"," 1919"," 1921","0.03",,,,"61","77","44",,"  210","  220",,"29.1","36.0",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-07","9.84"," 1210"," 1210","0.00",,,,"53","62","43",,"  290","  280",,"25.1","31.1",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-08","11.41"," 1556"," 1555","0.00",,,,"56","68","43",,"  300","  320",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-09","9.40"," 1705"," 1631","0.00",,,,"55","75","35",,"  120","  120",,"23.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-10","14.32"," 1525"," 1808","0.00",,,,"61","80","42",,"   70","   60",,"33.1","40.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-11","13.65"," 1741"," 1820","0.17",,,,"45","55","34",,"  350","   20",,"30.0","34.9","    1","    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-12","9.17"," 1308"," 1307","0.00",,,,"44","61","27",,"  140","  130",,"31.1","40.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-13","8.28"," 1618"," 1617","0.00",,,,"51","64","38",,"   10","   10",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-14","8.95"," 1302"," 1301","0.00",,,,"53","68","38",,"  110","  110",,"19.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-15","9.17"," 1726"," 2039","0.00",,,,"58","75","41",,"  160","  200",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2005-05-16","10.29"," 1821"," 1821","0.00",,,,"65","80","50",,"  150","  150",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
